crop,district,date,price,demand_index,source
Wheat,Jaipur,2026-03-15,2685.76,0.95,mandi_simulated
Wheat,Hyderabad,2026-03-15,2713.45,0.95,mandi_simulated
Wheat,Bengaluru,2026-03-15,2851.89,0.95,mandi_simulated
Wheat,Nashik,2026-03-16,2556.34,0.95,mandi_simulated
Wheat,Pune,2026-03-16,2582.42,0.95,mandi_simulated
Wheat,Karnal,2026-03-16,2530.25,0.95,mandi_simulated
Wheat,Ludhiana,2026-03-16,2556.34,0.95,mandi_simulated
Wheat,Nagpur,2026-03-16,2660.68,0.95,mandi_simulated
Wheat,Ahmedabad,2026-03-16,2530.25,0.95,mandi_simulated
Wheat,Indore,2026-03-16,2530.25,0.95,mandi_simulated
Wheat,Jaipur,2026-03-16,2530.25,0.95,mandi_simulated
Wheat,Hyderabad,2026-03-16,2556.34,0.95,mandi_simulated
Wheat,Bengaluru,2026-03-16,2686.76,0.95,mandi_simulated
Wheat,Nashik,2026-03-17,2639.43,0.95,mandi_simulated
Wheat,Pune,2026-03-17,2666.36,0.95,mandi_simulated
Wheat,Karnal,2026-03-17,2612.5,0.95,mandi_simulated
Wheat,Ludhiana,2026-03-17,2639.43,0.95,mandi_simulated
Wheat,Nagpur,2026-03-17,2747.16,0.95,mandi_simulated
Wheat,Ahmedabad,2026-03-17,2612.5,0.95,mandi_simulated
Wheat,Indore,2026-03-17,2612.5,0.95,mandi_simulated
Wheat,Jaipur,2026-03-17,2612.5,0.95,mandi_simulated
Wheat,Hyderabad,2026-03-17,2639.43,0.95,mandi_simulated
Wheat,Bengaluru,2026-03-17,2774.09,0.95,mandi_simulated
Wheat,Nashik,2026-03-18,2567.46,0.95,mandi_simulated
Wheat,Pune,2026-03-18,2593.66,0.95,mandi_simulated
Wheat,Karnal,2026-03-18,2541.26,0.95,mandi_simulated
Wheat,Ludhiana,2026-03-18,2567.46,0.95,mandi_simulated
Wheat,Nagpur,2026-03-18,2672.26,0.95,mandi_simulated
Wheat,Ahmedabad,2026-03-18,2541.26,0.95,mandi_simulated
Wheat,Indore,2026-03-18,2541.26,0.95,mandi_simulated
Wheat,Jaipur,2026-03-18,2541.26,0.95,mandi_simulated
Wheat,Hyderabad,2026-03-18,2567.46,0.95,mandi_simulated
Wheat,Bengaluru,2026-03-18,2698.45,0.95,mandi_simulated
Wheat,Nashik,2026-03-19,2618.72,0.95,mandi_simulated
Wheat,Pune,2026-03-19,2645.45,0.95,mandi_simulated
Wheat,Karnal,2026-03-19,2592.0,0.95,mandi_simulated
Wheat,Ludhiana,2026-03-19,2618.72,0.95,mandi_simulated
Wheat,Nagpur,2026-03-19,2725.61,0.95,mandi_simulated
Wheat,Ahmedabad,2026-03-19,2592.0,0.95,mandi_simulated
Wheat,Indore,2026-03-19,2592.0,0.95,mandi_simulated
Wheat,Jaipur,2026-03-19,2592.0,0.95,mandi_simulated
Wheat,Hyderabad,2026-03-19,2618.72,0.95,mandi_simulated
Wheat,Bengaluru,2026-03-19,2752.33,0.95,mandi_simulated
Wheat,Nashik,2026-03-20,2690.75,0.94,mandi_simulated
Wheat,Pune,2026-03-20,2718.21,0.94,mandi_simulated
Wheat,Karnal,2026-03-20,2663.29,0.94,mandi_simulated
Wheat,Ludhiana,2026-03-20,2690.75,0.94,mandi_simulated
Wheat,Nagpur,2026-03-20,2800.58,0.94,mandi_simulated
Wheat,Ahmedabad,2026-03-20,2663.29,0.94,mandi_simulated
Wheat,Indore,2026-03-20,2663.29,0.94,mandi_simulated
Wheat,Jaipur,2026-03-20,2663.29,0.94,mandi_simulated
Wheat,Hyderabad,2026-03-20,2690.75,0.94,mandi_simulated
Wheat,Bengaluru,2026-03-20,2828.03,0.94,mandi_simulated
Wheat,Nashik,2026-03-21,2597.23,0.93,mandi_simulated
Wheat,Pune,2026-03-21,2623.74,0.93,mandi_simulated
Wheat,Karnal,2026-03-21,2570.73,0.93,mandi_simulated
Wheat,Ludhiana,2026-03-21,2597.23,0.93,mandi_simulated
Wheat,Nagpur,2026-03-21,2703.24,0.93,mandi_simulated
Wheat,Ahmedabad,2026-03-21,2570.73,0.93,mandi_simulated
Wheat,Indore,2026-03-21,2570.73,0.93,mandi_simulated
Wheat,Jaipur,2026-03-21,2570.73,0.93,mandi_simulated
Wheat,Hyderabad,2026-03-21,2597.23,0.93,mandi_simulated
Wheat,Bengaluru,2026-03-21,2729.75,0.93,mandi_simulated
Wheat,Nashik,2026-03-22,2643.37,0.92,mandi_simulated
Wheat,Pune,2026-03-22,2670.34,0.92,mandi_simulated
Wheat,Karnal,2026-03-22,2616.4,0.92,mandi_simulated
Wheat,Ludhiana,2026-03-22,2643.37,0.92,mandi_simulated
Wheat,Nagpur,2026-03-22,2751.26,0.92,mandi_simulated
Wheat,Ahmedabad,2026-03-22,2616.4,0.92,mandi_simulated
Wheat,Indore,2026-03-22,2616.4,0.92,mandi_simulated
Wheat,Jaipur,2026-03-22,2616.4,0.92,mandi_simulated
Wheat,Hyderabad,2026-03-22,2643.37,0.92,mandi_simulated
Wheat,Bengaluru,2026-03-22,2778.23,0.92,mandi_simulated
Wheat,Nashik,2026-03-23,2749.57,0.91,mandi_simulated
Wheat,Pune,2026-03-23,2777.63,0.91,mandi_simulated
Wheat,Karnal,2026-03-23,2721.51,0.91,mandi_simulated
Wheat,Ludhiana,2026-03-23,2749.57,0.91,mandi_simulated
Wheat,Nagpur,2026-03-23,2861.8,0.91,mandi_simulated
Wheat,Ahmedabad,2026-03-23,2721.51,0.91,mandi_simulated
Wheat,Indore,2026-03-23,2721.51,0.91,mandi_simulated
Wheat,Jaipur,2026-03-23,2721.51,0.91,mandi_simulated
Wheat,Hyderabad,2026-03-23,2749.57,0.91,mandi_simulated
Wheat,Bengaluru,2026-03-23,2889.85,0.91,mandi_simulated
Wheat,Nashik,2026-03-24,2734.33,0.9,mandi_simulated
Wheat,Pune,2026-03-24,2762.23,0.9,mandi_simulated
Wheat,Karnal,2026-03-24,2706.42,0.9,mandi_simulated
Wheat,Ludhiana,2026-03-24,2734.33,0.9,mandi_simulated
Wheat,Nagpur,2026-03-24,2845.93,0.9,mandi_simulated
Wheat,Ahmedabad,2026-03-24,2706.42,0.9,mandi_simulated
Wheat,Indore,2026-03-24,2706.42,0.9,mandi_simulated
Wheat,Jaipur,2026-03-24,2706.42,0.9,mandi_simulated
Wheat,Hyderabad,2026-03-24,2734.33,0.9,mandi_simulated
Wheat,Bengaluru,2026-03-24,2873.83,0.9,mandi_simulated
Wheat,Nashik,2026-03-25,2670.13,0.89,mandi_simulated
Wheat,Pune,2026-03-25,2697.37,0.89,mandi_simulated
Wheat,Karnal,2026-03-25,2642.88,0.89,mandi_simulated
Wheat,Ludhiana,2026-03-25,2670.13,0.89,mandi_simulated
Wheat,Nagpur,2026-03-25,2779.11,0.89,mandi_simulated
Wheat,Ahmedabad,2026-03-25,2642.88,0.89,mandi_simulated
Wheat,Indore,2026-03-25,2642.88,0.89,mandi_simulated
Wheat,Jaipur,2026-03-25,2642.88,0.89,mandi_simulated
Wheat,Hyderabad,2026-03-25,2670.13,0.89,mandi_simulated
Wheat,Bengaluru,2026-03-25,2806.36,0.89,mandi_simulated
Wheat,Nashik,2026-03-26,2756.54,0.87,mandi_simulated
Wheat,Pune,2026-03-26,2784.67,0.87,mandi_simulated
Wheat,Karnal,2026-03-26,2728.41,0.87,mandi_simulated
Wheat,Ludhiana,2026-03-26,2756.54,0.87,mandi_simulated
Wheat,Nagpur,2026-03-26,2869.05,0.87,mandi_simulated
Wheat,Ahmedabad,2026-03-26,2728.41,0.87,mandi_simulated
Wheat,Indore,2026-03-26,2728.41,0.87,mandi_simulated
Wheat,Jaipur,2026-03-26,2728.41,0.87,mandi_simulated
Wheat,Hyderabad,2026-03-26,2756.54,0.87,mandi_simulated
Wheat,Bengaluru,2026-03-26,2897.18,0.87,mandi_simulated
Wheat,Nashik,2026-03-27,2809.74,0.85,mandi_simulated
Wheat,Pune,2026-03-27,2838.41,0.85,mandi_simulated
Wheat,Karnal,2026-03-27,2781.07,0.85,mandi_simulated
Wheat,Ludhiana,2026-03-27,2809.74,0.85,mandi_simulated
Wheat,Nagpur,2026-03-27,2924.42,0.85,mandi_simulated
Wheat,Ahmedabad,2026-03-27,2781.07,0.85,mandi_simulated
Wheat,Indore,2026-03-27,2781.07,0.85,mandi_simulated
Wheat,Jaipur,2026-03-27,2781.07,0.85,mandi_simulated
Wheat,Hyderabad,2026-03-27,2809.74,0.85,mandi_simulated
Wheat,Bengaluru,2026-03-27,2953.09,0.85,mandi_simulated
Wheat,Nashik,2026-03-28,2637.38,0.83,mandi_simulated
Wheat,Pune,2026-03-28,2664.29,0.83,mandi_simulated
Wheat,Karnal,2026-03-28,2610.47,0.83,mandi_simulated
Wheat,Ludhiana,2026-03-28,2637.38,0.83,mandi_simulated
Wheat,Nagpur,2026-03-28,2745.03,0.83,mandi_simulated
Wheat,Ahmedabad,2026-03-28,2610.47,0.83,mandi_simulated
Wheat,Indore,2026-03-28,2610.47,0.83,mandi_simulated
Wheat,Jaipur,2026-03-28,2610.47,0.83,mandi_simulated
Wheat,Hyderabad,2026-03-28,2637.38,0.83,mandi_simulated
Wheat,Bengaluru,2026-03-28,2771.94,0.83,mandi_simulated
Wheat,Nashik,2026-03-29,2815.99,0.81,mandi_simulated
Wheat,Pune,2026-03-29,2844.73,0.81,mandi_simulated
Wheat,Karnal,2026-03-29,2787.26,0.81,mandi_simulated
Wheat,Ludhiana,2026-03-29,2815.99,0.81,mandi_simulated
Wheat,Nagpur,2026-03-29,2930.93,0.81,mandi_simulated
Wheat,Ahmedabad,2026-03-29,2787.26,0.81,mandi_simulated
Wheat,Indore,2026-03-29,2787.26,0.81,mandi_simulated
Wheat,Jaipur,2026-03-29,2787.26,0.81,mandi_simulated
Wheat,Hyderabad,2026-03-29,2815.99,0.81,mandi_simulated
Wheat,Bengaluru,2026-03-29,2959.67,0.81,mandi_simulated
Wheat,Nashik,2026-03-30,2794.33,0.79,mandi_simulated
Wheat,Pune,2026-03-30,2822.84,0.79,mandi_simulated
Wheat,Karnal,2026-03-30,2765.81,0.79,mandi_simulated
Wheat,Ludhiana,2026-03-30,2794.33,0.79,mandi_simulated
Wheat,Nagpur,2026-03-30,2908.38,0.79,mandi_simulated
Wheat,Ahmedabad,2026-03-30,2765.81,0.79,mandi_simulated
Wheat,Indore,2026-03-30,2765.81,0.79,mandi_simulated
Wheat,Jaipur,2026-03-30,2765.81,0.79,mandi_simulated
Wheat,Hyderabad,2026-03-30,2794.33,0.79,mandi_simulated
Wheat,Bengaluru,2026-03-30,2936.89,0.79,mandi_simulated
Wheat,Nashik,2026-03-31,2716.55,0.77,mandi_simulated
Wheat,Pune,2026-03-31,2744.27,0.77,mandi_simulated
Wheat,Karnal,2026-03-31,2688.83,0.77,mandi_simulated
Wheat,Ludhiana,2026-03-31,2716.55,0.77,mandi_simulated
Wheat,Nagpur,2026-03-31,2827.43,0.77,mandi_simulated
Wheat,Ahmedabad,2026-03-31,2688.83,0.77,mandi_simulated
Wheat,Indore,2026-03-31,2688.83,0.77,mandi_simulated
Wheat,Jaipur,2026-03-31,2688.83,0.77,mandi_simulated
Wheat,Hyderabad,2026-03-31,2716.55,0.77,mandi_simulated
Wheat,Bengaluru,2026-03-31,2855.15,0.77,mandi_simulated
Wheat,Nashik,2026-04-01,2675.87,0.74,mandi_simulated
Wheat,Pune,2026-04-01,2703.18,0.74,mandi_simulated
Wheat,Karnal,2026-04-01,2648.57,0.74,mandi_simulated
Wheat,Ludhiana,2026-04-01,2675.87,0.74,mandi_simulated
Wheat,Nagpur,2026-04-01,2785.09,0.74,mandi_simulated
Wheat,Ahmedabad,2026-04-01,2648.57,0.74,mandi_simulated
Wheat,Indore,2026-04-01,2648.57,0.74,mandi_simulated
Wheat,Jaipur,2026-04-01,2648.57,0.74,mandi_simulated
Wheat,Hyderabad,2026-04-01,2675.87,0.74,mandi_simulated
Wheat,Bengaluru,2026-04-01,2812.4,0.74,mandi_simulated
Wheat,Nashik,2026-04-02,2851.34,0.72,mandi_simulated
Wheat,Pune,2026-04-02,2880.43,0.72,mandi_simulated
Wheat,Karnal,2026-04-02,2822.24,0.72,mandi_simulated
Wheat,Ludhiana,2026-04-02,2851.34,0.72,mandi_simulated
Wheat,Nagpur,2026-04-02,2967.72,0.72,mandi_simulated
Wheat,Ahmedabad,2026-04-02,2822.24,0.72,mandi_simulated
Wheat,Indore,2026-04-02,2822.24,0.72,mandi_simulated
Wheat,Jaipur,2026-04-02,2822.24,0.72,mandi_simulated
Wheat,Hyderabad,2026-04-02,2851.34,0.72,mandi_simulated
Wheat,Bengaluru,2026-04-02,2996.81,0.72,mandi_simulated
Wheat,Nashik,2026-04-03,2712.81,0.69,mandi_simulated
Wheat,Pune,2026-04-03,2740.49,0.69,mandi_simulated
Wheat,Karnal,2026-04-03,2685.13,0.69,mandi_simulated
Wheat,Ludhiana,2026-04-03,2712.81,0.69,mandi_simulated
Wheat,Nagpur,2026-04-03,2823.54,0.69,mandi_simulated
Wheat,Ahmedabad,2026-04-03,2685.13,0.69,mandi_simulated
Wheat,Indore,2026-04-03,2685.13,0.69,mandi_simulated
Wheat,Jaipur,2026-04-03,2685.13,0.69,mandi_simulated
Wheat,Hyderabad,2026-04-03,2712.81,0.69,mandi_simulated
Wheat,Bengaluru,2026-04-03,2851.22,0.69,mandi_simulated
Wheat,Nashik,2026-04-04,2656.33,0.66,mandi_simulated
Wheat,Pune,2026-04-04,2683.43,0.66,mandi_simulated
Wheat,Karnal,2026-04-04,2629.22,0.66,mandi_simulated
Wheat,Ludhiana,2026-04-04,2656.33,0.66,mandi_simulated
Wheat,Nagpur,2026-04-04,2764.75,0.66,mandi_simulated
Wheat,Ahmedabad,2026-04-04,2629.22,0.66,mandi_simulated
Wheat,Indore,2026-04-04,2629.22,0.66,mandi_simulated
Wheat,Jaipur,2026-04-04,2629.22,0.66,mandi_simulated
Wheat,Hyderabad,2026-04-04,2656.33,0.66,mandi_simulated
Wheat,Bengaluru,2026-04-04,2791.85,0.66,mandi_simulated
Wheat,Nashik,2026-04-05,2653.4,0.63,mandi_simulated
Wheat,Pune,2026-04-05,2680.48,0.63,mandi_simulated
Wheat,Karnal,2026-04-05,2626.33,0.63,mandi_simulated
Wheat,Ludhiana,2026-04-05,2653.4,0.63,mandi_simulated
Wheat,Nagpur,2026-04-05,2761.71,0.63,mandi_simulated
Wheat,Ahmedabad,2026-04-05,2626.33,0.63,mandi_simulated
Wheat,Indore,2026-04-05,2626.33,0.63,mandi_simulated
Wheat,Jaipur,2026-04-05,2626.33,0.63,mandi_simulated
Wheat,Hyderabad,2026-04-05,2653.4,0.63,mandi_simulated
Wheat,Bengaluru,2026-04-05,2788.78,0.63,mandi_simulated
Wheat,Nashik,2026-04-06,2813.08,0.61,mandi_simulated
Wheat,Pune,2026-04-06,2841.79,0.61,mandi_simulated
Wheat,Karnal,2026-04-06,2784.38,0.61,mandi_simulated
Wheat,Ludhiana,2026-04-06,2813.08,0.61,mandi_simulated
Wheat,Nagpur,2026-04-06,2927.9,0.61,mandi_simulated
Wheat,Ahmedabad,2026-04-06,2784.38,0.61,mandi_simulated
Wheat,Indore,2026-04-06,2784.38,0.61,mandi_simulated
Wheat,Jaipur,2026-04-06,2784.38,0.61,mandi_simulated
Wheat,Hyderabad,2026-04-06,2813.08,0.61,mandi_simulated
Wheat,Bengaluru,2026-04-06,2956.61,0.61,mandi_simulated
Wheat,Nashik,2026-04-07,2753.87,0.58,mandi_simulated
Wheat,Pune,2026-04-07,2781.97,0.58,mandi_simulated
Wheat,Karnal,2026-04-07,2725.77,0.58,mandi_simulated
Wheat,Ludhiana,2026-04-07,2753.87,0.58,mandi_simulated
Wheat,Nagpur,2026-04-07,2866.28,0.58,mandi_simulated
Wheat,Ahmedabad,2026-04-07,2725.77,0.58,mandi_simulated
Wheat,Indore,2026-04-07,2725.77,0.58,mandi_simulated
Wheat,Jaipur,2026-04-07,2725.77,0.58,mandi_simulated
Wheat,Hyderabad,2026-04-07,2753.87,0.58,mandi_simulated
Wheat,Bengaluru,2026-04-07,2894.38,0.58,mandi_simulated
Wheat,Nashik,2026-04-08,2791.47,0.55,mandi_simulated
Wheat,Pune,2026-04-08,2819.96,0.55,mandi_simulated
Wheat,Karnal,2026-04-08,2762.99,0.55,mandi_simulated
Wheat,Ludhiana,2026-04-08,2791.47,0.55,mandi_simulated
Wheat,Nagpur,2026-04-08,2905.41,0.55,mandi_simulated
Wheat,Ahmedabad,2026-04-08,2762.99,0.55,mandi_simulated
Wheat,Indore,2026-04-08,2762.99,0.55,mandi_simulated
Wheat,Jaipur,2026-04-08,2762.99,0.55,mandi_simulated
Wheat,Hyderabad,2026-04-08,2791.47,0.55,mandi_simulated
Wheat,Bengaluru,2026-04-08,2933.9,0.55,mandi_simulated
Wheat,Nashik,2026-04-09,2766.93,0.58,mandi_simulated
Wheat,Pune,2026-04-09,2795.16,0.58,mandi_simulated
Wheat,Karnal,2026-04-09,2738.69,0.58,mandi_simulated
Wheat,Ludhiana,2026-04-09,2766.93,0.58,mandi_simulated
Wheat,Nagpur,2026-04-09,2879.86,0.58,mandi_simulated
Wheat,Ahmedabad,2026-04-09,2738.69,0.58,mandi_simulated
Wheat,Indore,2026-04-09,2738.69,0.58,mandi_simulated
Wheat,Jaipur,2026-04-09,2738.69,0.58,mandi_simulated
Wheat,Hyderabad,2026-04-09,2766.93,0.58,mandi_simulated
Wheat,Bengaluru,2026-04-09,2908.1,0.58,mandi_simulated
Wheat,Nashik,2026-04-10,2716.48,0.61,mandi_simulated
Wheat,Pune,2026-04-10,2744.2,0.61,mandi_simulated
Wheat,Karnal,2026-04-10,2688.76,0.61,mandi_simulated
Wheat,Ludhiana,2026-04-10,2716.48,0.61,mandi_simulated
Wheat,Nagpur,2026-04-10,2827.36,0.61,mandi_simulated
Wheat,Ahmedabad,2026-04-10,2688.76,0.61,mandi_simulated
Wheat,Indore,2026-04-10,2688.76,0.61,mandi_simulated
Wheat,Jaipur,2026-04-10,2688.76,0.61,mandi_simulated
Wheat,Hyderabad,2026-04-10,2716.48,0.61,mandi_simulated
Wheat,Bengaluru,2026-04-10,2855.07,0.61,mandi_simulated
Wheat,Nashik,2026-04-11,2801.66,0.64,mandi_simulated
Wheat,Pune,2026-04-11,2830.24,0.64,mandi_simulated
Wheat,Karnal,2026-04-11,2773.07,0.64,mandi_simulated
Wheat,Ludhiana,2026-04-11,2801.66,0.64,mandi_simulated
Wheat,Nagpur,2026-04-11,2916.01,0.64,mandi_simulated
Wheat,Ahmedabad,2026-04-11,2773.07,0.64,mandi_simulated
Wheat,Indore,2026-04-11,2773.07,0.64,mandi_simulated
Wheat,Jaipur,2026-04-11,2773.07,0.64,mandi_simulated
Wheat,Hyderabad,2026-04-11,2801.66,0.64,mandi_simulated
Wheat,Bengaluru,2026-04-11,2944.6,0.64,mandi_simulated
Wheat,Nashik,2026-04-12,2663.46,0.66,mandi_simulated
Wheat,Pune,2026-04-12,2690.64,0.66,mandi_simulated
Wheat,Karnal,2026-04-12,2636.29,0.66,mandi_simulated
Wheat,Ludhiana,2026-04-12,2663.46,0.66,mandi_simulated
Wheat,Nagpur,2026-04-12,2772.18,0.66,mandi_simulated
Wheat,Ahmedabad,2026-04-12,2636.29,0.66,mandi_simulated
Wheat,Indore,2026-04-12,2636.29,0.66,mandi_simulated
Wheat,Jaipur,2026-04-12,2636.29,0.66,mandi_simulated
Wheat,Hyderabad,2026-04-12,2663.46,0.66,mandi_simulated
Wheat,Bengaluru,2026-04-12,2799.35,0.66,mandi_simulated
Wheat,Nashik,2026-04-13,2690.18,0.69,mandi_simulated
Wheat,Pune,2026-04-13,2717.63,0.69,mandi_simulated
Wheat,Karnal,2026-04-13,2662.73,0.69,mandi_simulated
Wheat,Ludhiana,2026-04-13,2690.18,0.69,mandi_simulated
Wheat,Nagpur,2026-04-13,2799.98,0.69,mandi_simulated
Wheat,Ahmedabad,2026-04-13,2662.73,0.69,mandi_simulated
Wheat,Indore,2026-04-13,2662.73,0.69,mandi_simulated
Wheat,Jaipur,2026-04-13,2662.73,0.69,mandi_simulated
Wheat,Hyderabad,2026-04-13,2690.18,0.69,mandi_simulated
Wheat,Bengaluru,2026-04-13,2827.43,0.69,mandi_simulated
Wheat,Nashik,2026-04-14,2738.12,0.72,mandi_simulated
Wheat,Pune,2026-04-14,2766.06,0.72,mandi_simulated
Wheat,Karnal,2026-04-14,2710.18,0.72,mandi_simulated
Wheat,Ludhiana,2026-04-14,2738.12,0.72,mandi_simulated
Wheat,Nagpur,2026-04-14,2849.88,0.72,mandi_simulated
Wheat,Ahmedabad,2026-04-14,2710.18,0.72,mandi_simulated
Wheat,Indore,2026-04-14,2710.18,0.72,mandi_simulated
Wheat,Jaipur,2026-04-14,2710.18,0.72,mandi_simulated
Wheat,Hyderabad,2026-04-14,2738.12,0.72,mandi_simulated
Wheat,Bengaluru,2026-04-14,2877.82,0.72,mandi_simulated
Wheat,Nashik,2026-04-15,2681.2,0.74,mandi_simulated
Wheat,Pune,2026-04-15,2708.56,0.74,mandi_simulated
Wheat,Karnal,2026-04-15,2653.84,0.74,mandi_simulated
Wheat,Ludhiana,2026-04-15,2681.2,0.74,mandi_simulated
Wheat,Nagpur,2026-04-15,2790.64,0.74,mandi_simulated
Wheat,Ahmedabad,2026-04-15,2653.84,0.74,mandi_simulated
Wheat,Indore,2026-04-15,2653.84,0.74,mandi_simulated
Wheat,Jaipur,2026-04-15,2653.84,0.74,mandi_simulated
Wheat,Hyderabad,2026-04-15,2681.2,0.74,mandi_simulated
Wheat,Bengaluru,2026-04-15,2818.0,0.74,mandi_simulated
Wheat,Nashik,2026-04-16,2720.2,0.77,mandi_simulated
Wheat,Pune,2026-04-16,2747.95,0.77,mandi_simulated
Wheat,Karnal,2026-04-16,2692.44,0.77,mandi_simulated
Wheat,Ludhiana,2026-04-16,2720.2,0.77,mandi_simulated
Wheat,Nagpur,2026-04-16,2831.22,0.77,mandi_simulated
Wheat,Ahmedabad,2026-04-16,2692.44,0.77,mandi_simulated
Wheat,Indore,2026-04-16,2692.44,0.77,mandi_simulated
Wheat,Jaipur,2026-04-16,2692.44,0.77,mandi_simulated
Wheat,Hyderabad,2026-04-16,2720.2,0.77,mandi_simulated
Wheat,Bengaluru,2026-04-16,2858.98,0.77,mandi_simulated
Wheat,Nashik,2026-04-17,2647.19,0.79,mandi_simulated
Wheat,Pune,2026-04-17,2674.2,0.79,mandi_simulated
Wheat,Karnal,2026-04-17,2620.18,0.79,mandi_simulated
Wheat,Ludhiana,2026-04-17,2647.19,0.79,mandi_simulated
Wheat,Nagpur,2026-04-17,2755.24,0.79,mandi_simulated
Wheat,Ahmedabad,2026-04-17,2620.18,0.79,mandi_simulated
Wheat,Indore,2026-04-17,2620.18,0.79,mandi_simulated
Wheat,Jaipur,2026-04-17,2620.18,0.79,mandi_simulated
Wheat,Hyderabad,2026-04-17,2647.19,0.79,mandi_simulated
Wheat,Bengaluru,2026-04-17,2782.25,0.79,mandi_simulated
